Player name,Position,Win,Loss,Earned run Average,Games played,Games Started,Complete Game,Shutout,Save,Save Opportunity,Innings pitched,hit,run,earned run,home run, Hit Batsmen,base on balls,Strikeouts,WHIP,AVG
L Leal,P,51,58,4.14,165,151,27,3,1,1,946,968,476,435,101,22,320,491,1.36,0.265
M Lorenzen,P,31,29,4.1,313,44,0,0,14,28,571,533,273,260,63,27,241,491,1.36,0.247
T Rosenthal,P,12,25,3.36,373,0,0,0,132,153,364,304,145,136,19,22,177,490,1.32,0.225
J Lush,P,66,85,2.68,182,155,105,16,2,--,1239.1,1169,571,369,17,63,413,490,1.28,0.249
B Owchinko,P,37,60,4.28,275,104,10,4,7,7,890.2,937,461,424,88,6,363,490,1.46,0.274
J Sambito,P,37,38,3.03,461,5,1,1,84,84,629,562,241,212,48,10,195,489,1.2,0.241
J Johnson,P,48,51,4.31,365,39,6,2,41,63,770.2,779,422,369,63,7,389,489,1.52,0.265
E Rasmussen,P,50,77,3.85,238,144,27,12,5,5,1017.2,1033,489,435,87,11,309,489,1.32,0.266
J Harkins,P,51,83,4.09,139,137,131,4,0,--,1183.1,1262,923,538,26,17,358,489,1.37,0.386
B Ruth,RF,94,46,2.28,163,148,107,17,4,--,1221.1,974,400,309,10,29,441,488,1.16,0.22
G Packard,P,85,69,3.01,248,153,86,15,17,--,1410.1,1393,602,472,28,35,356,488,1.24,0.262
B Travers,P,65,71,4.1,205,168,46,10,1,1,1120.2,1139,575,511,134,44,415,488,1.39,0.265
P Schneider,P,59,86,2.66,207,157,84,10,4,--,1274,1199,541,377,16,52,498,487,1.33,0.257
M Butcher,P,95,106,3.74,334,229,104,14,9,--,1786.1,1935,887,742,100,23,583,485,1.41,0.276
B Dal Canton,P,51,49,3.67,316,83,15,2,19,26,931.1,894,442,380,48,23,390,485,1.38,0.253
E Rakow,P,36,47,4.33,195,90,20,3,5,--,761.1,771,414,366,88,24,304,484,1.41,0.264
K Carsey,P,116,138,4.95,294,256,218,4,3,--,2222,2777,1716,1223,80,125,796,484,1.61,0.299
K Giles,P,14,18,2.71,362,0,0,0,115,130,355.1,283,121,107,28,5,114,484,1.12,0.214
J Knott,P,82,103,4.97,325,192,62,4,19,--,1557,1787,991,860,140,20,642,484,1.56,0.287
J Rosado,P,37,45,4.27,125,112,11,2,1,1,720.1,715,383,342,86,22,237,484,1.32,0.257
D Danforth,P,71,66,3.9,286,112,44,2,23,--,1186,1235,620,514,45,34,455,484,1.42,0.277
G Abbott,P,62,83,4.39,248,206,37,5,0,0,1286,1405,707,627,162,32,352,484,1.37,0.28
H Woodeshick,P,44,62,3.56,427,62,7,1,61,--,847.1,816,400,335,40,35,389,484,1.42,0.254
C Shoun,P,73,59,3.92,454,85,34,3,29,--,1287,1325,634,561,81,10,404,483,1.34,0.267
B Patterson,P,39,40,4.08,559,21,0,0,28,28,617.1,619,294,280,70,9,180,483,1.29,0.264
E Mayer,P,91,70,2.96,245,164,93,12,6,--,1427,1415,600,469,43,55,345,482,1.23,0.264
J Acker,P,33,49,3.97,467,32,0,0,30,30,904.1,918,446,399,82,32,329,482,1.38,0.267
C Volstad,P,37,58,5,170,126,3,2,0,1,772.1,858,457,429,102,26,265,481,1.45,0.285
J Locke,P,35,43,4.59,130,117,1,1,0,0,676.1,702,371,345,72,22,264,481,1.43,0.271
T May,P,33,24,4.34,310,26,0,0,12,22,404.2,392,207,195,56,12,137,481,1.31,0.249
P Marchildon,P,68,75,3.93,185,162,82,6,2,--,1214.1,1084,605,530,81,23,684,481,1.46,0.24
B Keller,P,35,49,4.24,140,106,2,1,1,3,638.1,642,323,301,59,23,262,481,1.42,0.262
P Minner,P,69,84,3.94,253,169,64,9,10,--,1310.1,1428,656,574,122,10,393,481,1.39,0.279
B Lawrence,P,69,62,4.25,275,127,42,5,22,--,1040.2,1034,539,491,110,33,385,481,1.36,0.261
A Bradley,P,30,29,3.92,329,35,0,0,32,55,481.2,459,224,210,44,20,198,480,1.36,0.249
T Sturtze,P,40,44,5.19,272,84,4,0,3,10,797,886,490,460,110,41,333,480,1.53,0.285
B Logan,P,30,23,4.5,635,0,0,0,3,26,442,449,242,221,55,22,199,479,1.47,0.262
D Schmidt,P,54,55,3.88,376,63,5,3,50,50,902,962,434,389,85,18,237,479,1.33,0.274
G Minton,P,59,65,3.1,710,7,0,0,150,150,1130.2,1082,452,389,43,16,483,479,1.38,0.258
S Parris,P,44,49,4.75,139,129,5,3,0,0,753.1,846,425,398,114,27,288,479,1.51,0.286
B Ziegler,P,37,38,2.75,739,0,0,0,105,143,717.1,654,251,219,32,25,248,479,1.26,0.248
C Smith,P,20,30,4.55,147,64,0,0,0,2,447,368,237,226,84,16,217,478,1.31,0.22
T Bonham,P,103,72,3.08,231,193,110,21,9,--,1551,1501,582,530,117,9,287,478,1.15,0.254
E Roebuck,P,52,31,3.35,460,1,0,0,62,--,791,753,374,294,90,28,302,477,1.33,0.254
T Stallard,P,30,57,4.17,183,104,21,3,4,--,764.2,716,398,354,92,16,343,477,1.38,0.248
B Belinsky,P,28,51,4.1,146,102,14,4,2,2,665.1,603,352,303,61,42,333,476,1.41,0.241
T Hughes,P,56,39,2.56,160,85,55,9,17,--,863,703,309,245,14,31,235,476,1.09,0.229
T Skaggs,P,28,38,4.41,96,96,0,0,0,0,520.2,516,272,255,63,23,177,476,1.33,0.258
J Rauch,P,43,40,3.9,556,11,0,0,62,93,595,559,278,258,70,11,179,475,1.24,0.247
J Haynes,P,76,82,4.01,379,147,53,5,21,--,1581,1672,823,704,95,26,620,475,1.45,0.272
A Colom?,P,34,34,3.34,446,19,0,0,159,192,536,484,238,199,49,19,185,475,1.25,0.24
F Salas,P,25,28,3.91,496,0,0,0,30,51,489.2,450,225,213,57,9,149,474,1.22,0.244
M Andriese,P,28,37,4.63,217,50,1,1,8,15,509,532,284,262,76,17,147,474,1.33,0.267
T Niedenfuer,P,36,46,3.29,483,0,0,0,97,97,653,601,251,239,60,13,226,474,1.27,0.247
E Vangilder,P,99,102,4.28,367,187,90,13,19,--,1715.2,1894,1014,815,92,42,700,474,1.51,0.288
L McKeon,P,46,64,3.71,116,115,110,4,0,--,979,979,643,404,31,34,206,474,1.21,0.255
H Townsend,P,34,82,3.59,153,125,107,5,0,--,1137.2,1154,640,454,24,57,416,473,1.38,0.264
M Herges,P,43,35,3.91,567,4,0,0,34,76,691,735,335,300,66,32,257,473,1.44,0.275
M Dunn,P,34,26,4,555,0,0,0,4,28,436,389,211,194,47,11,224,473,1.41,0.239
R Robinson,P,48,39,3.63,232,102,8,2,19,19,800,819,376,323,61,17,253,473,1.34,0.267
B Wicker,P,64,52,2.73,138,117,97,10,1,--,1036.2,963,443,314,16,10,293,472,1.21,0.247
C Schiraldi,P,32,39,4.28,234,47,2,1,21,21,553.1,522,285,263,62,9,267,471,1.43,0.248
D Frisella,P,34,40,3.32,351,17,0,0,55,71,609.1,529,256,225,53,7,286,471,1.34,0.235
B McCool,P,32,42,3.59,292,20,0,0,58,61,528.1,465,239,211,31,19,272,471,1.39,0.237
S Monge,P,49,40,3.55,435,17,4,0,56,56,764,708,343,301,79,11,356,471,1.39,0.248
B Daniels,P,45,76,4.44,230,139,26,5,5,--,997,1004,553,492,99,9,383,471,1.39,0.264
P Neshek,P,36,25,2.82,544,0,0,0,16,38,488,375,167,153,57,9,133,471,1.04,0.211
A Bastardo,P,27,20,4.01,419,5,0,0,12,26,393,304,184,175,44,16,192,470,1.26,0.21
A Javery,P,53,74,3.8,205,147,61,15,5,--,1142.2,1164,570,483,44,17,452,470,1.41,0.264
R Mahay,P,27,12,3.83,514,3,0,0,4,14,568,539,273,242,75,10,266,470,1.42,0.249
E Siever,P,83,82,2.6,203,174,136,14,2,--,1507,1550,674,435,24,39,311,470,1.23,0.266
Y Ventura,P,38,31,3.89,94,93,2,0,0,0,547.2,525,247,237,54,22,211,470,1.34,0.25
E Moseley,P,49,48,3.01,136,100,65,12,3,--,855.2,775,367,286,13,6,340,469,1.3,0.247
A Mays,P,53,89,3.91,150,147,137,3,0,--,1251,1341,905,543,26,58,415,469,1.4,0.265
A Reed,P,19,27,3.53,465,0,0,0,125,157,458.2,428,188,180,53,9,119,469,1.19,0.244
J Rincon,P,35,29,4.03,444,3,0,0,3,18,507,481,256,227,41,19,218,469,1.38,0.25
B Sanders,P,80,70,3.24,168,157,144,14,2,--,1385,1496,789,498,34,27,297,468,1.29,0.266
D Lee,P,40,44,3.61,244,97,13,4,11,--,828.1,827,387,332,81,31,281,467,1.34,0.26
R Yarbrough,P,40,31,4.32,128,59,1,0,0,1,581.1,566,301,279,75,44,131,467,1.2,0.252
T Duffey,P,29,27,4.57,295,37,0,0,6,17,475,478,264,241,66,15,137,466,1.29,0.258
J Harper,P,80,64,3.55,158,148,115,10,1,--,1216.2,1198,668,480,25,56,438,466,1.34,0.256
M Littell,P,32,31,3.33,316,19,2,0,56,56,532,416,217,197,28,5,304,466,1.35,0.217
B Lyon,P,42,47,4.16,572,21,0,0,79,113,681.1,721,338,315,69,16,220,465,1.38,0.271
R Delgado,P,30,29,4.1,271,53,1,1,2,9,542.2,516,267,247,67,12,203,465,1.32,0.251
J Guerra,P,31,25,4.06,213,61,0,0,3,15,509.2,447,251,230,66,20,239,465,1.35,0.235
F Glade,P,52,68,2.62,132,126,107,14,2,--,1072.2,950,411,312,11,48,237,464,1.11,0.24
S Woodard,P,32,36,4.94,162,94,3,0,0,1,667.1,782,397,366,90,31,149,464,1.4,0.292
R Taylor,P,45,43,3.93,491,17,3,0,72,83,800,794,370,349,76,21,209,464,1.25,0.264
J Warhop,P,69,92,3.12,221,150,105,4,7,--,1412.2,1366,643,489,28,114,400,463,1.25,0.262
R Mendoza,P,59,40,4.3,342,62,2,2,16,27,797,891,412,381,82,35,181,463,1.35,0.283
S Arlin,P,34,67,4.33,141,123,32,11,1,2,788.2,792,431,379,61,18,373,463,1.48,0.263
L Weaver,P,24,36,4.79,115,81,0,0,0,0,450.2,483,263,240,61,14,148,462,1.4,0.271
B Matusz,P,27,41,4.92,280,69,0,0,0,9,528.2,567,309,289,79,16,204,462,1.46,0.272
E Watt,P,38,36,2.91,411,13,1,0,80,98,659.2,530,244,213,37,24,254,462,1.19,0.222
K Ritz,P,45,56,5.35,151,130,4,0,2,2,753.1,848,485,448,69,30,377,462,1.63,0.287
T Greene,P,38,25,4.14,119,97,11,5,0,0,628,591,310,289,62,10,241,461,1.32,0.249
D Drott,P,27,46,4.78,176,101,14,5,0,--,687.2,626,420,365,84,23,405,460,1.5,0.243
D Davis,P,75,71,3.97,239,164,77,10,2,--,1318.2,1311,721,581,63,45,688,460,1.52,0.267
M Grissom,P,47,45,3.41,356,52,12,3,58,--,810,771,358,307,65,28,343,459,1.38,0.254
E King,P,52,45,3.97,203,113,8,5,16,16,863.1,814,407,381,73,31,333,459,1.33,0.249
G McMichael,P,31,29,3.25,453,0,0,0,53,54,523.1,483,215,189,42,9,193,459,1.29,0.246
T Wellemeyer,P,32,34,4.83,208,75,0,0,3,3,614.2,624,358,330,86,20,305,459,1.51,0.267
A Fitzmorris,P,77,59,3.65,288,159,36,11,7,10,1277,1284,573,518,83,11,433,458,1.34,0.265
S Karsay,P,32,39,4.01,357,40,1,0,41,60,603.1,636,289,269,59,23,199,458,1.38,0.272
J Decker,P,36,44,4.17,152,105,19,4,0,1,710,702,363,329,58,11,377,458,1.52,0.262
F Corridon,P,70,67,2.8,180,140,99,10,7,--,1216,1100,510,378,7,61,375,458,1.21,0.247
F Allen,P,50,67,2.93,180,127,60,10,3,--,970.1,893,411,316,26,35,373,457,1.3,0.252
H Robles,P,28,26,4.11,411,1,0,0,43,66,427.1,366,214,195,57,16,185,457,1.29,0.232
A Mills,P,39,32,4.12,474,5,0,0,15,20,636,577,306,291,83,21,395,456,1.53,0.246
S Bergman,P,39,47,5.28,196,117,5,2,0,1,750.1,912,489,440,99,21,272,455,1.58,0.303
R Moffitt,P,43,52,3.65,534,1,0,0,96,102,781.1,766,355,317,61,24,286,455,1.35,0.257
D Noles,P,36,53,4.56,277,96,3,3,11,11,860.1,909,490,436,66,35,338,455,1.45,0.272
G White,P,34,26,4.51,472,15,0,0,17,31,570.2,556,293,286,96,16,141,454,1.22,0.255
B Meadows,P,47,62,5.05,336,122,3,0,10,15,960.2,1146,582,539,139,19,259,454,1.46,0.299
R Narleski,P,43,33,3.6,266,52,17,1,58,--,702,606,318,281,81,11,335,454,1.34,0.23
D Esper,P,101,100,4.39,236,198,152,4,5,--,1727.2,2048,1196,842,46,32,669,453,1.57,0.288
J Elliott,P,63,74,4.24,252,144,51,8,12,--,1206.2,1338,687,569,70,25,414,453,1.45,0.283
B Duggleby,P,93,102,3.18,241,191,159,17,6,--,1741.1,1844,851,616,39,83,424,453,1.3,0.272
K Jarvis,P,34,49,6.03,187,118,4,3,1,2,780.2,937,568,523,149,23,262,453,1.54,0.297
M Paul,P,27,48,3.91,228,77,5,1,8,14,627.2,619,299,273,60,19,246,452,1.38,0.26
M Yoshii,P,32,47,4.62,162,118,3,0,0,0,757.1,805,408,389,112,23,222,447,1.36,0.276
A Senzatela,P,39,42,4.88,143,117,1,0,0,1,672,765,385,364,77,27,207,447,1.45,0.289
H McQuillan,P,88,94,3.83,279,204,95,10,16,--,1561.2,1703,784,665,67,18,489,446,1.4,0.284
B Kuzava,P,49,44,4.05,213,99,34,7,13,--,862,849,427,388,54,8,415,446,1.47,0.26
M DeJean,P,30,33,4.3,565,1,0,0,52,76,623.1,649,327,298,59,30,292,446,1.51,0.271
J Callahan,LF,99,73,3.39,195,177,169,11,2,--,1603,1748,918,603,33,90,437,445,1.36,0.276
L Cadore,P,68,72,3.14,192,147,83,10,3,--,1257.1,1273,525,438,44,26,289,445,1.24,0.269
A Schulz,P,47,63,3.32,160,110,56,5,4,--,933.1,867,440,344,19,20,409,445,1.37,0.254
T Rogers,P,21,26,3.43,386,0,0,0,81,109,380,344,160,145,38,28,95,445,1.16,0.24
K Wilhelm,P,56,105,3.44,216,158,118,12,5,--,1432.1,1495,753,547,34,24,418,444,1.34,0.274
M Wuertz,P,21,11,3.71,426,0,0,0,11,21,414.1,349,188,171,44,2,198,444,1.32,0.229
T Burke,P,49,33,2.71,498,2,0,0,102,102,699.2,624,251,211,49,21,219,444,1.2,0.24
R Ohlendorf,P,30,41,4.82,209,80,0,0,3,8,586.2,620,332,314,90,28,222,444,1.44,0.273
T Richards,P,20,25,4.41,179,56,0,0,1,7,422,389,219,207,61,11,178,444,1.34,0.244
J Coleman,P,52,76,4.38,223,140,60,11,6,--,1134,1172,616,552,92,13,566,444,1.53,0.271
F Owen,P,82,67,2.55,194,155,119,16,2,--,1368.1,1249,556,388,17,39,298,443,1.13,0.244
B Grim,P,61,41,3.61,268,60,18,4,37,--,759.2,708,346,305,50,15,330,443,1.37,0.252
D Lamet,P,16,20,4.1,103,56,0,0,0,2,337.2,270,168,154,45,21,148,443,1.24,0.216
M Maroth,P,50,67,5.05,161,150,3,1,0,0,918,1078,563,515,133,32,262,443,1.46,0.297
F Doubront,P,31,26,4.89,118,85,0,0,4,5,513.2,540,306,279,63,14,219,442,1.48,0.271
C Haney,P,38,52,5.07,196,125,8,4,1,1,824.2,924,510,465,94,31,286,442,1.47,0.284
L McCullers,P,28,31,3.25,306,9,0,0,39,39,526.1,427,219,190,47,10,252,442,1.29,0.223
B Greif,P,31,67,4.41,231,97,18,5,19,20,715.2,747,402,351,70,36,287,442,1.44,0.272
R Patterson,P,81,72,2.75,184,152,119,16,2,--,1365,1327,568,417,23,38,273,442,1.17,0.255
J McDonald,P,32,30,4.2,131,82,1,0,0,0,512.1,487,261,239,56,19,231,442,1.4,0.252
C Breslow,P,23,30,3.45,576,2,0,0,8,24,570.2,536,250,219,56,17,226,442,1.34,0.25
D Riske,P,20,20,3.67,462,0,0,0,22,45,497.2,442,215,203,66,21,212,441,1.31,0.239
J Juden,P,27,32,4.81,147,76,6,0,0,0,533,510,325,285,73,34,247,441,1.42,0.253
H Rond?n,P,24,20,3.49,444,1,0,0,92,120,436,390,184,169,50,14,134,441,1.2,0.236
C Hogsett,P,63,87,5.02,330,114,37,2,33,--,1222,1511,829,682,85,60,501,441,1.65,0.305
J Hanrahan,P,22,18,3.85,362,11,0,0,100,123,404.2,369,186,173,40,10,198,441,1.4,0.24
T Sisk,P,40,49,3.92,316,99,19,4,10,12,928.1,937,457,404,57,17,358,441,1.39,0.266
J Crain,P,45,30,3.05,532,0,0,0,4,28,532,449,205,180,44,18,206,440,1.23,0.229
G Brabender,P,35,43,4.25,151,80,15,4,6,7,620.2,570,325,293,54,20,282,440,1.37,0.245
S Greene,P,24,29,4.53,343,33,0,0,67,84,470.2,456,256,237,59,32,172,439,1.33,0.253
T Lovett,P,88,59,3.94,162,149,132,9,1,--,1305.1,1341,840,571,48,59,444,439,1.37,0.257
R Kolp,P,79,95,4.08,383,172,66,11,18,--,1688,1918,897,765,98,31,424,439,1.39,0.292
E Richie,P,74,65,2.54,241,137,87,20,9,--,1359.1,1190,544,383,21,32,495,438,1.24,0.246
J Veras,P,23,23,3.91,440,0,0,0,27,48,423,337,196,184,45,23,221,438,1.32,0.216
J Hannan,P,41,48,3.88,276,101,9,4,7,9,822,807,403,354,79,14,406,438,1.48,0.261
J Dubuc,P,84,76,3.04,256,150,101,12,13,--,1444.1,1290,672,488,20,47,577,438,1.29,0.244
D West,P,31,38,4.66,204,78,2,0,3,3,569.1,525,321,295,65,16,311,437,1.47,0.244
P Mikkelsen,P,45,40,3.38,364,3,0,0,49,59,653.1,576,288,245,59,30,250,436,1.26,0.237
E Romo,P,44,33,3.45,350,3,0,0,52,52,603,548,259,231,57,15,203,436,1.25,0.245
L Brissie,P,44,48,4.07,234,93,45,2,29,--,897.2,867,451,406,61,14,451,436,1.47,0.254
M Wisler,P,25,36,4.59,234,66,0,0,4,15,507.1,504,279,259,79,13,164,436,1.32,0.257
A Loup,P,21,28,3.18,537,2,0,0,7,30,466.2,423,198,165,33,48,142,436,1.21,0.243
M Sirotka,P,45,42,4.31,125,111,9,1,0,0,710.1,803,398,340,86,7,207,435,1.42,0.286
M Brown,P,76,57,3.47,387,55,18,2,48,--,1075.1,1125,500,415,44,7,388,435,1.41,0.271
K Ishii,P,39,34,4.44,105,102,2,2,0,0,564,508,310,278,70,17,354,435,1.53,0.244
A Atkinson,P,51,51,3.96,106,106,99,3,0,--,915,943,656,403,21,38,209,435,1.26,0.323
B Castillo,P,38,40,3.94,250,59,9,1,18,18,689,623,327,302,67,4,327,434,1.38,0.246
D Hamilton,P,39,41,3.85,301,57,4,1,31,31,704,692,339,301,61,15,317,434,1.43,0.259
T Miller,P,18,17,4.18,694,5,0,0,11,27,523.1,521,264,243,54,43,237,434,1.45,0.26
J Lamabe,P,33,41,4.24,285,49,7,3,15,--,711.2,753,375,335,67,11,238,434,1.39,0.272
F Goldsmith,P,112,68,2.73,189,185,174,16,1,--,1609.2,1685,884,488,38,1,171,433,1.15,13.811
E Stults,P,36,48,4.24,135,112,4,2,0,0,683.1,723,350,322,83,15,192,433,1.34,0.272
G Arrigo,P,35,40,4.14,194,80,9,3,4,4,620,605,315,285,56,22,291,433,1.45,0.258
P Erickson,P,37,48,3.86,207,86,27,5,6,--,814.1,774,393,349,41,19,425,432,1.47,0.25
J Tsitouris,P,34,38,4.13,149,84,18,5,3,--,663,653,348,304,71,40,260,432,1.38,0.257
B Boehringer,P,26,32,4.36,356,21,0,0,3,16,534.2,522,280,259,64,18,274,432,1.49,0.257
T Wilson,P,41,46,3.87,169,115,7,4,0,0,728,665,346,313,61,27,305,431,1.33,0.249
R Scurry,P,19,32,3.24,332,7,0,0,39,39,460.2,384,190,166,31,19,274,431,1.43,0.227
C Bettis,P,31,31,5.12,164,92,1,1,1,5,600.2,672,369,342,79,24,210,431,1.47,0.283
B Hart,P,66,120,4.65,206,190,162,5,3,--,1582,1819,1214,817,43,78,704,431,1.59,0.281
J Bagby,P,97,96,3.96,303,198,84,13,9,--,1666.1,1815,849,733,98,28,608,431,1.45,0.278
A Ramos,P,17,18,3.04,381,0,0,0,99,119,373.1,269,133,126,25,15,205,430,1.27,0.201
D Freisleben,P,34,60,4.3,202,121,17,6,4,4,865.1,897,477,413,67,25,430,430,1.53,0.269
R Wolff,P,52,69,3.41,182,128,63,8,13,--,1025.1,1018,468,388,56,22,316,430,1.3,0.258
E Rodriguez,P,42,36,3.89,264,39,7,1,32,37,734,681,348,317,65,23,323,430,1.37,0.248
E Mujica,P,24,28,3.92,499,4,0,0,50,72,553,562,257,241,80,7,89,430,1.18,0.264
J Heving,P,76,48,3.9,430,40,17,3,63,--,1038.2,1136,559,450,64,24,380,429,1.46,0.279
D Lemanczyk,P,37,63,4.62,185,103,30,3,0,0,913,1012,529,469,87,20,363,429,1.51,0.284
M Myers,P,25,24,4.29,883,0,0,0,14,34,541.2,525,278,258,58,43,256,429,1.44,0.257
D Graves,P,43,44,4.05,518,30,2,1,182,221,808.1,857,416,364,96,26,271,429,1.4,0.274
D Germ?n,P,26,21,4.37,92,70,0,0,0,0,413.2,371,213,201,74,16,127,429,1.2,0.233
W Banks,P,33,39,4.75,181,84,1,1,2,2,610.1,632,370,322,65,15,302,428,1.53,0.268
S Smith,P,114,118,3.32,373,226,142,16,21,--,2052.2,2234,968,757,57,42,440,428,1.3,0.282
K Graveman,P,33,38,4.08,214,80,3,1,16,28,587.1,602,288,266,68,28,186,428,1.34,0.265
A Warren,P,30,24,3.53,323,21,0,0,6,16,492.1,435,205,193,56,17,171,428,1.23,0.237
G Derby,P,48,56,3.01,110,107,105,12,1,--,964.1,1064,639,322,14,182,,428,1.29,--
E Myers,P,55,72,4.06,185,127,78,8,7,--,1102,1148,625,497,30,51,440,428,1.44,0.274
J Thompson,P,36,43,4.02,103,101,9,0,0,0,648.2,633,320,290,73,10,235,428,1.34,0.258
D Bard,P,27,33,3.64,358,10,0,0,65,91,408,319,180,165,38,28,192,428,1.25,0.215
P Conway,P,61,61,3.59,126,123,117,5,0,--,1040,1058,694,415,32,18,250,428,1.26,0.488
A Coakley,P,58,59,2.35,150,124,87,11,3,--,1072.1,1021,436,280,9,26,314,428,1.24,0.256
C Hall,P,54,47,3.09,188,80,49,3,12,--,909.2,821,438,312,16,38,391,427,1.33,0.247
M Lopez,P,31,40,3.62,171,93,14,3,2,6,653,591,300,263,44,15,317,426,1.39,0.243
F Francisco,P,20,22,4.01,391,0,0,0,73,97,386.1,344,181,172,41,8,172,426,1.34,0.234
P Redfern,P,42,48,4.54,170,111,9,1,3,3,714,764,409,360,68,11,306,426,1.5,0.278
C Holt,P,28,51,4.76,133,112,4,1,1,2,736.2,853,426,390,69,32,253,426,1.5,0.295
J Robinson,P,47,40,4.79,141,117,10,5,0,0,708.2,672,405,377,88,24,347,425,1.44,0.25
N Altrock,P,83,75,2.67,218,161,128,16,7,--,1514,1455,600,449,16,22,272,425,1.14,0.254
V Santos,P,23,48,5.21,186,87,1,0,0,0,602.1,675,387,349,86,23,279,425,1.58,0.284
F Youmans,P,30,34,3.74,94,90,10,6,0,0,539,428,249,224,45,10,280,424,1.31,0.218
R Christopher,P,54,64,3.37,241,97,46,3,35,--,999.2,931,441,374,38,27,399,424,1.33,0.248
J McAndrew,P,37,53,3.65,161,110,20,6,4,5,771.1,712,348,313,73,17,213,424,1.2,0.245
E Palica,P,41,55,4.22,246,80,20,3,12,--,839.1,806,432,394,72,11,399,423,1.44,0.255
C Stratton,P,35,23,4.52,238,42,1,1,11,24,462.1,484,253,232,54,6,191,423,1.46,0.27
J Powell,P,36,23,4.17,512,0,0,0,22,35,542.1,543,295,251,42,21,272,423,1.5,0.261
P Collins,P,80,85,4.66,292,142,64,4,24,--,1324.1,1541,784,686,125,37,497,423,1.54,0.291
A Chafin,P,14,20,3.23,477,3,0,0,12,23,401.2,336,156,144,26,14,156,422,1.22,0.227
A Reyes,P,23,16,3.84,384,2,0,0,32,45,428.2,340,191,183,53,25,195,422,1.25,0.218
B Sweeney,P,49,31,2.67,82,80,76,4,0,--,708,700,413,210,17,116,,422,1.15,--
N Cotts,P,21,24,3.96,483,5,0,0,4,24,443.1,405,208,195,58,22,194,421,1.35,0.242
R Bell,P,34,37,5.71,151,108,2,0,0,0,686,757,465,435,125,21,288,421,1.52,0.279
N Lowry,P,40,31,4.03,106,100,4,2,0,0,618.1,606,298,277,64,19,249,420,1.38,0.259
H Bedient,P,59,53,3.08,179,102,57,4,19,--,936.2,932,425,321,15,17,236,420,1.25,0.263
P Appleton,P,57,66,4.3,341,73,34,6,26,--,1141,1187,667,545,76,26,486,420,1.47,0.268
J Russell,P,85,141,4.46,557,182,71,3,38,--,2050.2,2454,1187,1017,83,26,571,418,1.48,0.299
B Wells,P,40,28,5.03,414,21,1,1,15,31,635.2,688,378,355,101,35,200,417,1.4,0.276
D Storen,P,29,18,3.45,470,0,0,0,99,123,440.1,394,183,169,38,32,132,417,1.19,0.238
K Foster,P,32,30,4.86,100,83,2,0,0,0,509.2,500,294,275,88,14,220,417,1.41,0.259
D Moore,P,43,40,3.67,416,4,0,0,89,89,654.2,698,308,267,53,8,186,416,1.35,0.276
J Duryea,P,59,67,3.45,143,130,104,5,3,--,1088,1101,669,417,41,56,349,416,1.33,0.254
V Romo,P,32,33,3.36,335,32,4,1,52,61,645.2,569,269,241,61,8,280,416,1.31,0.239
L Webb,P,31,20,3.51,81,78,0,0,0,0,440.2,411,196,172,31,23,125,416,1.22,0.247
E Karger,P,48,67,2.79,165,123,81,9,3,--,1091.2,1012,471,338,12,35,314,415,1.21,0.246
M Montgomery,P,23,34,3.84,183,70,2,2,3,4,541,524,252,231,58,33,204,415,1.35,0.256
J Patterson,P,18,25,4.32,88,78,2,1,1,1,454.1,435,226,218,60,19,179,415,1.35,0.251
S Newcomb,P,26,24,4.52,161,58,0,0,2,5,406,379,215,204,49,15,219,414,1.47,0.245
D May,P,26,43,5.16,161,97,7,3,0,2,660.2,746,411,379,123,6,212,414,1.45,0.283
J Eickhoff,P,21,33,4.5,86,81,0,0,1,1,464,477,253,232,81,21,137,413,1.32,0.265
S Jones,P,54,57,3.96,260,101,33,4,12,--,920,909,479,405,89,37,413,413,1.44,0.258
S Service,P,20,22,4.99,338,1,0,0,16,26,416.1,435,244,231,56,26,182,413,1.48,0.272
J Hoerner,P,39,34,2.99,493,0,0,0,99,124,562.2,519,213,187,50,18,181,412,1.24,0.249
G Braxton,P,50,53,4.13,282,71,28,2,32,--,938,1014,530,430,38,21,276,412,1.38,0.278
M Guerrier,P,27,35,3.52,555,3,0,0,6,30,623,580,263,244,69,19,206,411,1.26,0.247
M Kennedy,P,42,55,3.84,249,127,48,7,4,--,961,928,484,410,67,20,495,411,1.48,0.253
C Brown,P,89,93,4.26,434,130,62,8,64,--,1485.2,1740,830,704,84,20,368,410,1.42,0.291
G Lucas,P,29,44,3.01,409,18,0,0,63,63,669,618,273,224,41,7,227,410,1.26,0.249
M Adams,P,21,20,2.41,408,0,0,0,4,24,407.1,316,122,109,33,6,126,409,1.09,0.21
J Niemann,P,40,26,4.08,97,92,4,3,0,0,544.1,523,264,247,65,24,177,409,1.29,0.251
M Rzepczynski,P,14,27,3.89,506,23,0,0,2,21,434.2,419,218,188,36,25,205,409,1.44,0.255
P Borbon,P,69,39,3.52,593,4,0,0,79,85,1026.2,1098,436,401,63,28,251,409,1.31,0.28
B James,P,64,71,3.2,203,146,68,9,4,--,1179.2,1110,559,420,16,48,578,408,1.43,0.257
D Schwall,P,49,48,3.72,172,103,18,5,4,--,743,710,367,307,50,27,391,408,1.48,0.257
J Hardin,P,43,32,3.18,164,100,28,7,4,7,751.2,691,302,266,70,23,202,408,1.19,0.244
